winner,loser,white_pieces,black_pieces,moves,evaluations,material_advantage,move_count
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"c7c5, d1h5, b8c6, g1f3, g8f6, e1d1, f6h5, c1e3, f8e7, f3e1, b7b6, a2a4, h5f6, e3d2, f6g4, h1g1, d8d4, b2b4, d4a1, g2g3, a1b1, d1e2, c6d4","[0.0144, 0.0082, 0.0085, 0.0064, 0.0056, -0.0717, -0.0718, -0.072, -0.0718, -0.077, -0.0736, -0.0743, -0.0742, -0.083, -0.0813, -0.0838, -0.0834, -0.134, -0.141, -0.1779, -0.9988, -0.9999, -1.0]","1, 1, 1, 1, 1, 1, -8, -8, -8, -8, -8, -8, -8, -8, -8, -8, -8, -8, -13, -13, -16, -16, -16",23
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"h7h6, e2e4, b8c6, d2d4, c6e5, d4e5, a7a6, c1e3, f7f6, d1h5, g7g6, h5g6","[0.0028, 0.0022, 0.0042, 0.0038, 0.0581, 0.0562, 0.0587, 0.0579, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 4",12
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"a2a4, e7e5, b2b3, d7d5, f2f3, f8d6, c1a3, g8f6, d1e2, d4c2, e1d1, c2a1, g2g4, d6a3, e2e1, a3b2, f3f4, c8g4, g1e2, d5e4, e1h4, d8d3, a4a5, d3b1","[-0.0066, 0.0086, -0.0178, -0.0116, -0.0303, -0.0264, -0.0339, -0.0314, -0.0812, -0.0845, -0.0861, -0.0862, -0.0875, -0.092, -0.1134, -0.1179, -0.1517, -0.1601, -0.1641, -0.1677, -0.9994, -0.9995, -0.9999, -1.0]","-3, -3, -3, -3, -3, -3, -3, -3, -3, -4, -4, -9, -9, -12, -12, -12, -12, -13, -13, -14, -14, -14, -14, -17",24
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"d2d4, f8c5, d4c5, a7a5, b1c3, b7b6, c5b6, c8b7, c3b5, b7c8, b6c7, g8h6, c7d8r, e8e7, d8h8, a8a6, d1h5, h6g8, h5g5, e7e8, h8g8","[0.0056, 0.0554, 0.0536, 0.0615, 0.0609, 0.0693, 0.065, 0.0714, 0.0697, 0.0929, 0.0938, 0.1308, 0.1319, 0.1996, 0.2109, 0.9993, 0.9994, 0.9996, 0.9997, 0.9999, 1.0]","0, 0, 3, 3, 3, 3, 4, 4, 4, 4, 5, 5, 18, 18, 23, 23, 23, 23, 23, 23, 26",21
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g8f6, c2c4, f6e4, g2g3, d6d5, h2h4, d8f6, c1f4, f8b4, f4d2, f6f2","[0.0036, -0.0069, -0.0091, -0.0117, -0.0119, -0.0213, -0.02, -0.0311, -0.0357, -0.9999, -1.0]","0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -2",11
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"h7h6, d2d4, d7d5, e4d5, b8d7, c2c4, h8h7, g2g3, d7e5, d4e5, g7g6, g1f3, f8g7, h2h3, g6g5, b1c3, f7f5, c1e3, e8d7, d1a4, b7b5, a4b5, c7c6, b5c6","[0.0076, 0.006, 0.0091, 0.0103, 0.0209, 0.0203, 0.033, 0.0361, 0.071, 0.0708, 0.0742, 0.0724, 0.0723, 0.0701, 0.0716, 0.0703, 0.0764, 0.0759, 0.0987, 0.1032, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 6",24
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"d1f3, g8f6, g1e2, b8c6, f3g3, f6e4, g3b3, f8c5, b3d5, c5f2, e1d1, e4f6, d5e6, d7e6, b2b4, c6b4, h1g1, f2g1, c2c4, d8d3, b1a3, c8d7, c1b2, d7a4, d1c1, f6e4, c4c5, d3d2, c1b1, a4c2, a3c2, d2c2","[-0.0052, -0.0044, -0.0089, -0.0102, -0.0328, -0.0299, -0.0367, -0.0364, -0.0486, -0.0472, -0.0499, -0.0481, -0.1012, -0.1011, -0.1034, -0.1034, -0.1223, -0.1247, -0.18, -0.2485, -0.9991, -0.9992, -0.9995, -0.9996, -0.9996, -0.9997, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, 0, -1, -1, -1, -1, -2, -2, -2, -2, -11, -11, -12, -12, -17, -17, -17, -17, -17, -17, -17, -17, -17, -17, -18, -18, -18, -15, -18",32
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"d7d5, e4d5, c7c6, d5c6, d8d2, d1d2, b8d7, c6d7, c8d7, b1c3, f7f5, c3b5, e7e5, b5c7, e8e7, d2b4, e7d8, c7e6, d8c8, b4f8, d7e8, f8e8","[0.0067, 0.0074, 0.0084, 0.0089, 0.0779, 0.0771, 0.0978, 0.0998, 0.0984, 0.0975, 0.108, 0.1144, 0.1256, 0.131, 0.1517, 0.1592, 0.1937, 0.9989, 0.9998, 0.9999, 0.9999, 1.0]","0, 1, 1, 2, 1, 10, 10, 13, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 15, 15, 18",22
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"b1a3, f8a3, b2b3, a3c1, g2g4, c1a3, f2f4, d8h4, e1e2, h4g4, e2d3, g4g6, d3e3, a3c5, e3e2, g6e4","[-0.0102, -0.0083, -0.0579, -0.0563, -0.0752, -0.0756, -0.0866, -0.0866, -0.0884, -0.0834, -0.0825, -0.087, -0.102, -0.1056, -0.9999, -1.0]","0, -3, -3, -6, -6, -6, -6, -6, -6, -7, -7, -7, -7, -7, -7, -8",16
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"d7d6, g1f3, b8c6, e2e4, c6e5, d4e5, c8e6, e5d6, c7d6, c1e3, d8b8, f3d4, g7g6, f1e2, b8c8, c4c5, h7h6, c5d6, e7d6, b1c3, e6f5, e4f5, b7b6, e2b5, c8c6, b5c6, e8e7, c3d5, e7d8, d1a4, g6g5, d4e6, f7e6, e3b6, a7b6, a4a8","[0.0086, 0.0088, 0.0113, 0.0108, 0.0555, 0.0576, 0.0621, 0.0596, 0.0625, 0.0582, 0.064, 0.0637, 0.0635, 0.0621, 0.0622, 0.0641, 0.0702, 0.0698, 0.07, 0.0679, 0.0964, 0.0975, 0.1218, 0.1249, 0.1682, 0.1728, 0.9993, 0.9994, 0.9994, 0.9995, 0.9996, 0.9997, 0.9997, 0.9998, 0.9999, 1.0]","0, 0, 0, 0, 0, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 6, 6, 6, 6, 15, 15, 15, 15, 15, 15, 15, 12, 13, 10, 15",36
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"e7e5, d2d3, d7d5, g2g4, c8g4, c1h6, g8h6, b2b4, b8d7, f1h3, g4h3, g1f3, g7g6, e2e4, d7f6, a2a3, f8g7, b4b5, d5e4, h1g1, e4f3, g1g6, h7g6, d1c1, d8d4, b1d2, h6g4, d2b3, d4f2, e1d1, f2e2","[-0.0033, -0.0064, -0.0046, -0.0254, -0.0243, -0.0718, -0.0727, -0.0832, -0.0777, -0.0838, -0.0828, -0.0946, -0.0911, -0.0939, -0.093, -0.0961, -0.0925, -0.0957, -0.0975, -0.1011, -0.1048, -0.1428, -0.144, -0.1718, -0.1718, -0.9993, -0.9994, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, -1, -1, -4, -4, -4, -4, -7, -7, -7, -7, -7, -7, -7, -7, -8, -8, -11, -10, -15, -15, -15, -15, -15, -15, -16, -16, -16",31
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c2c3, a7a5, c3d4, e7e6, b1c3, g8h6, d2d3, f8d6, d4d5, h6g4, d1g4, b7b6, g4g7, d8f6, g7f6, d6b4, f6h8, b4f8, c1h6, d7d6, h8f8, e8d7, f8f7, d7d8, h6g5","[0.0161, 0.0258, 0.0037, 0.0036, 0.0052, 0.0068, 0.0072, 0.0114, 0.0093, 0.0454, 0.0488, 0.071, 0.0687, 0.1156, 0.1153, 0.9994, 0.9995, 0.9996, 0.9997, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 1.0]","-3, -3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 4, 13, 13, 18, 18, 18, 18, 21, 21, 22, 22, 22",25
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g2g3, d7d5, b2b3, d5e4, c1a3, f8a3, b3b4, a3b4, d1e2, g8f6, a2a3, b4a5, e2b5, b8c6, b5b7, c8b7, h2h3, d8d4, b1c3, a5c3, f1e2, c3d2, e1d1, d2b4, d1c1, d4a1","[-0.0047, -0.0041, -0.0184, -0.0183, -0.0253, -0.0226, -0.0758, -0.0744, -0.0787, -0.0786, -0.0806, -0.0788, -0.0828, -0.0767, -0.1212, -0.123, -0.1294, -0.1349, -0.1478, -0.1659, -0.1891, -0.4644, -0.9997, -0.9998, -0.9999, -1.0]","0, 0, 0, -1, -1, -4, -4, -5, -5, -5, -5, -5, -5, -5, -4, -13, -13, -13, -13, -16, -16, -17, -17, -17, -17, -22",26
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"h7h6, e2e4, h8h7, d2d4, b8c6, d4d5, c6b8, b1c3, h6h5, e4e5, h5h4, g1f3, c7c5, e5e6, g8h6, f3g5, b8a6, e6f7, h6f7, g5h7, f7g5, d1h5, g5f7, h7g5, d8c7, h5f7, e8d8, f7f8","[0.0021, 0.0006, 0.0121, 0.012, 0.0165, 0.0178, 0.0169, 0.0164, 0.0253, 0.0321, 0.0342, 0.0355, 0.053, 0.049, 0.0521, 0.0574, 0.0704, 0.0722, 0.0724, 0.0724, 0.151, 0.1746, 0.1755, 0.1782, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 5, 5, 5, 5, 5, 8, 8, 11",28
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g1f3, g8f6, b1a3, f6e4, f1d3, d7d5, f3h4, d8h4, a3c4, h4f2","[0.0027, 0.0037, -0.0103, -0.0107, -0.0155, -0.0163, -0.0616, -0.0622, -0.9999, -1.0]","0, 0, 0, -1, -1, -1, -1, -4, -4, -5",10
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"a7a6, d2d4, f7f5, e4f5, e7e6, d1h5, e8e7, f5e6, g7g5, c1g5, g8f6, h5f7, e7d6, g5f6, b7b5, f6d8, h7h6, f7f4, d6d5, b1c3, d5e6, f4f6","[0.0062, 0.0067, 0.0235, 0.0235, 0.0336, 0.0321, 0.0324, 0.033, 0.0845, 0.0845, 0.0846, 0.0825, 0.0826, 0.0824, 0.1431, 0.155, 0.9995, 0.9996, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 6, 6, 15, 15, 15, 15, 15, 14, 14",22
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g8f6, b1d2, f8e7, d1e2, b7b5, b2b3, a7a5, d3d4, d8d4, c2c3, d4c3, h2h3, c3a1, d2f3, a1c1, e2d1, e7b4, f3d2, b4d2, e1e2, f6e4, d1c1, d2c1, e2e1, c1d2, e1e2, b8c6, e2d1, d2b4, g1f3, e4f2, d1c1, f2h1, f1b5, c8d7, f3d2, h1f2, a2a4, c6d4, b5a6, a8a6, d2c4, d4b3, c1b1, a6c6, c4a5, b3d2, b1a2, c6c2, a2a1, b4c3","[0.0126, 0.0138, 0.0162, 0.0129, 0.0117, 0.0059, 0.0043, -0.0089, -0.0086, -0.0176, -0.0182, -0.0593, -0.0575, -0.1148, -0.1211, -0.121, -0.1185, -0.1176, -0.1225, -0.1242, -0.1238, -0.1259, -0.1258, -0.1253, -0.1286, -0.128, -0.1276, -0.1385, -0.1481, -0.1527, -0.1528, -0.1569, -0.1577, -0.1603, -0.16, -0.1635, -0.1636, -0.1704, -0.1727, -0.191, -0.4815, -0.9992, -0.9994, -0.9994, -0.9995, -0.9995, -0.9996, -0.9998, -0.9999, -0.9999, -1.0]","1, 1, 1, 1, 1, 1, 1, 1, 0, 0, -1, -1, -6, -6, -9, -9, -9, -9, -12, -12, -13, -4, -13, -13, -13, -13, -13, -13, -13, -13, -14, -14, -19, -18, -18, -18, -18, -18, -18, -18, -21, -21, -22, -22, -22, -21, -21, -21, -21, -21, -21",51
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"h7h6, b1c3, h6h5, g1f3, e7e5, f3e5, h5h4, h2h3, d8e7, e5f3, g7g5, c1g5, d7d5, g5e7, h8h6, e7g5, f7f5, c3d5, h6h5, d5c7, e8f7, c4c5, c8e6, f3e5, f7g7, c7e6, g7h8, e2e4, b8a6, d1h5, f8h6, g5h6, a6c7, h6g7","[0.0102, 0.012, 0.0177, 0.0179, 0.028, 0.0276, 0.0304, 0.0318, 0.0414, 0.0416, 0.0543, 0.0528, 0.0757, 0.0772, 0.1043, 0.1048, 0.1133, 0.1158, 0.123, 0.1284, 0.1302, 0.129, 0.9984, 0.9987, 0.9987, 0.9991, 0.9992, 0.9993, 0.9996, 0.9997, 0.9997, 0.9998, 0.9999, 1.0]","0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 11, 11, 11, 11, 12, 12, 13, 13, 13, 13, 13, 13, 16, 16, 16, 16, 21, 21, 24, 24, 24",34
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"c7c5, f3g5, c5d4, e2e3, d8g5, d1d2, b8c6, f1e2, g5g2, e3d4, g2h1, e2f1, b7b6, a2a3, c8a6, d2d1, h1f1, e1d2, f1f2, d1e2, f2e2, d2c3, a8c8, c1g5, c6a5","[-0.001, -0.0167, -0.0171, -0.0534, -0.0517, -0.06, -0.0607, -0.0721, -0.0694, -0.0871, -0.0907, -0.0892, -0.0876, -0.1385, -0.1396, -0.9991, -0.9992, -0.9992, -0.9993, -0.9996, -0.9997, -0.9997, -0.9998, -0.9999, -1.0]","0, 0, -1, -1, -4, -4, -4, -4, -5, -4, -9, -9, -9, -9, -9, -9, -12, -12, -13, -13, -22, -22, -22, -22, -22",25
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"h7h5, f1e2, f8a3, b1a3, d8e7, c2c3, e8d8, g1f3, g7g5, c1g5, b8c6, g5e7, d8d7, e7h4, b7b6, d3d4, c6b4, d1a4, b4c6, f3e5, d7e8, a4c6, c8d7, c6d7, e8f8, d7f7","[0.0211, 0.0207, 0.0683, 0.0645, 0.0684, 0.0667, 0.0761, 0.0762, 0.0821, 0.0813, 0.0925, 0.095, 0.1267, 0.128, 0.1312, 0.1344, 0.1551, 0.1592, 0.1859, 0.1914, 0.1918, 0.1977, 0.9998, 0.9999, 0.9999, 1.0]","1, 1, 1, 4, 4, 4, 4, 4, 4, 5, 5, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 17, 17, 20, 20, 21",26
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"c7c5, f3g1, c5d4, d1d3, e6e5, d3d1, c8e6, e2e4, d5e4, g2g4, b8c6, c2c4, e4e3, d1f3, f8b4, b1c3, d4c3, f3d5, c3b2, d5d2, e3d2, e1d1, d2c1q, d1e2, d8d1","[-0.0015, -0.0152, -0.0161, -0.0296, -0.0316, -0.0301, -0.0333, -0.0439, -0.0434, -0.0526, -0.0543, -0.0645, -0.0682, -0.0773, -0.0781, -0.1609, -0.1645, -0.2484, -0.9991, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, -1, -1, -1, -1, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -5, -5, -6, -6, -15, -15, -26, -26, -26",25
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"e4d5, e7e5, d5e6, f7f6, f1c4, g7g5, d1h5, e8e7, h5f7, e7d6, b1c3, c8e6, f7e6, d6c5, b2b4, c5b4, a1b1, b4c5, b1b5, c5d4, g1e2","[0.0078, 0.0113, 0.0104, 0.0207, 0.0219, 0.0525, 0.0471, 0.0481, 0.0474, 0.049, 0.0467, 0.9995, 0.9996, 0.9996, 0.9997, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 1.0]","1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 4, 4, 4, 3, 3, 3, 3, 3, 3",21
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"b2b4, d5e4, g2g3, g8f6, h2h4, e7e5, h1h3, f8b4, g3g4, c8g4, h3a3, g4d1, f1e2, d1c2, e2g4, f6g4, f2f4, d8h4, e1f1, h4f2","[-0.0164, -0.0187, -0.0226, -0.0227, -0.031, -0.0332, -0.0499, -0.0484, -0.0633, -0.0592, -0.0922, -0.0952, -0.1065, -0.1125, -0.1607, -0.1682, -0.9997, -0.9998, -0.9999, -1.0]","0, -1, -1, -1, -1, -1, -1, -2, -2, -3, -3, -12, -12, -13, -13, -16, -16, -17, -17, -17",20
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g1f3, b8a6, b1c3, d8f6, d2d4, f6d6, f3e5, b7b5, f1b5, f8e7, b5c4, e7f6, c4f7, e8e7, f7d5, g7g6, e5c4, a8b8, e4e5, b8b4, e5d6, e7d8, d1f3, h7h6, d5g8, b4b8, f3f6, d8e8, f6e7","[0.0033, 0.0165, 0.0178, 0.0231, 0.0238, 0.0453, 0.045, 0.0529, 0.0579, 0.0604, 0.0621, 0.0652, 0.0653, 0.071, 0.0672, 0.0901, 0.0866, 0.0997, 0.0989, 0.1139, 0.1285, 0.1253, 0.1349, 0.9995, 0.9996, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 12, 12, 12, 12, 15, 15, 18, 18, 18",29
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"d6d5, f1a6, b8a6, f2f4, d5e4, e1f2, b7b6, a2a3, g8h6, f4f5, h6f5, c1g5, d8g5, a3a4, c8b7, b1a3, e4e3, f2e1, g5g2, d1h5, g2d2, e1f1, b7g2","[0.0028, -0.05, -0.0501, -0.0632, -0.0631, -0.0725, -0.07, -0.0696, -0.068, -0.0785, -0.077, -0.0992, -0.1093, -0.1326, -0.1385, -0.1522, -0.1676, -0.1632, -0.17, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, -3, -3, -4, -4, -4, -4, -4, -4, -5, -5, -8, -8, -8, -8, -8, -8, -9, -9, -9, -9, -9",23
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"d2d4, d8f6, b1c3, h7h5, g1f3, f6f5, e4f5, g8e7, f1d3, e7c6, c3b5, b7b6, f5e6, f7e6, f3g5, e8d8, g5f7, d8e7, f7h8, g7g5, c1g5, e7e8, d1h5","[0.0045, 0.0142, 0.0137, 0.0193, 0.0183, 0.0809, 0.082, 0.084, 0.0879, 0.0916, 0.0884, 0.111, 0.1098, 0.1077, 0.1066, 0.149, 0.1451, 0.1822, 0.9988, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 14, 14, 15, 15, 16",23
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f1d3, d5e4, d3f1, g8f6, g2g3, b8c6, f1d3, e4d3, d1e2, d3e2, f2f4, d8d5, c2c4, d5h1, h2h4, h1g1, e1e2, c6d4, e2d3, g1g3","[-0.0061, -0.0068, -0.0198, -0.021, -0.026, -0.0248, -0.083, -0.0821, -0.1207, -0.121, -0.1598, -0.1646, -0.9995, -0.9996, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","0, -1, -1, -1, -1, -1, -1, -4, -4, -13, -13, -13, -13, -18, -18, -21, -20, -20, -20, -21",20
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"e4d5, h7h5, b1c3, b7b6, d2d4, c5d4, d1d4, g8f6, c1g5, a7a6, e1c1, e8d7, c3a4, h8g8, a4b6, d7e8, b6a8, f6h7, g5f4, c8e6, d5e6, d8d7, e6d7, b8d7, d4d7","[0.0009, 0.0168, 0.0144, 0.0257, 0.0251, 0.0293, 0.0305, 0.0325, 0.0333, 0.0325, 0.0323, 0.0539, 0.0571, 0.0778, 0.0804, 0.0788, 0.0803, 0.0963, 0.0955, 0.159, 0.1727, 0.9998, 0.9999, 0.9999, 1.0]","1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 7, 7, 7, 7, 10, 10, 19, 18, 21",25
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g2g3, d7d5, e4e5, c7c5, h2h4, b8c6, b2b3, c6e5, a2a3, g8f6, b1c3, d5d4, f1e2, d4c3, e2g4, e5g4, a3a4, d8d4, d1e2, c3d2, e1f1, d2d1q, e2d1, d4f2","[0.0, -0.0005, 0.0003, -0.0002, -0.0075, -0.0085, -0.02, -0.0198, -0.0242, -0.0239, -0.0265, -0.0271, -0.0569, -0.0549, -0.0829, -0.0815, -0.1097, -0.1167, -0.1162, -0.1138, -0.9994, -0.9995, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -4, -4, -7, -7, -7, -7, -8, -8, -16, -7, -8",24
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"f6h5, d1h5, c7c5, h5f7","[0.0532, 0.0537, 0.9999, 1.0]","0, 3, 3, 4",4
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f8b4, e2e4, g8f6, a2a3, b4a5, d1f3, d7d5, f3f5, c8f5, g2g3, f5e4, g1e2, e4h1, f2f4, d5d4, c2c4, f6e4, f1h3, d4d3, g3g4, d8h4, e1f1, h4f2","[-0.0157, -0.0215, -0.0226, -0.0289, -0.0292, -0.0314, -0.0315, -0.081, -0.0818, -0.1062, -0.1075, -0.1289, -0.1312, -0.1321, -0.1331, -0.1403, -0.1394, -0.1415, -0.1485, -0.1998, -0.9996, -0.9999, -1.0]","-1, -1, -1, -1, -1, -1, -1, -1, -10, -10, -11, -11, -16, -16, -16, -16, -16, -16, -16, -16, -16, -16, -16",23
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"b2b4, a7a6, c2c3, d4e2, f1e2, c7c5, b4c5, f7f5, e4f5, a6a5, e2h5, g7g6, f5g6, b7b6, g6h7","[-0.0104, 0.0086, -0.0052, 0.0306, 0.0088, 0.0205, 0.0199, 0.0395, 0.0389, 0.0674, 0.0671, 0.0668, 0.0645, 0.9999, 1.0]","-3, -3, -3, -3, 0, 0, 1, 1, 2, 2, 2, 2, 3, 3, 4",15
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"c7c5, h2h3, b8c6, d1h5, g8e7, e1e2, g7g6, h5h4, f8g7, e2f3, c6d4, f3g4, h7h5, g4g5, e7d5","[0.0141, 0.0128, 0.0112, 0.0072, 0.0085, -0.0059, -0.005, -0.0052, -0.0051, -0.0741, -0.0718, -0.077, -0.0775, -0.9999, -1.0]","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",15
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g1f3, d7d6, f3d4, e7e6, d4f3, g8h6, d2d4, a7a5, f1d3, e8d7, d1e2, d8g5, f3g5, c7c5, d4c5, b8a6, c5d6, a8b8, d3b5, d7d6, b1c3, d6e5, c1f4, e5d4, e2c4","[-0.0036, 0.0228, 0.0028, 0.0004, 0.0007, 0.0109, 0.0114, 0.0138, 0.0136, 0.0195, 0.0203, 0.0871, 0.0859, 0.0935, 0.0944, 0.0979, 0.0975, 0.1344, 0.1344, 0.1399, 0.1335, 0.9993, 0.9994, 0.9999, 1.0]","-3, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 10, 10, 11, 11, 11, 10, 10, 10, 10, 10, 10",25
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"e7e6, g2g4, d7d5, c1d2, c7c5, d2f4, c5d4, e2e4, d5e4, e1d2, e6e5, d2e1, e5f4, f1g2, f4f3, g2f1, f8b4, b1c3, d4c3, d1b3, d8d2","[0.0065, 0.0018, 0.0033, -0.0043, -0.0052, -0.0126, -0.0129, -0.0376, -0.033, -0.0614, -0.0581, -0.0771, -0.0765, -0.078, -0.077, -0.0853, -0.0857, -0.0914, -0.0943, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, -1, -1, -2, -2, -2, -2, -5, -5, -5, -5, -5, -5, -8, -8, -8",21
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"d2d4, a7a5, f1d3, e8e7, c1g5, g8f6, e4e5, b7b5, d1f3, b5b4, e5f6, e7e8, f6g7, e6e5, g7h8n, d8f6, f3f6, h7h5, f6f7","[0.0041, 0.0093, 0.0097, 0.021, 0.0211, 0.049, 0.0472, 0.0642, 0.0689, 0.0929, 0.0975, 0.0981, 0.0984, 0.9992, 0.9993, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 4, 11, 11, 20, 20, 21",19
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"e7e5, b2b3, d7d5, a2a4, c8g4, b3b4, f8b4, a4a5, g8f6, g1h3, e8g8, h3f4, e5f4, f2f3, g4d7, b1c3, d5d4, d2d3, f6d5, c1b2, d8h4, g2g3, f4g3, a1c1, g3g2, e1d2, d4c3, b2c3, b4c3","[-0.0023, -0.0089, -0.0078, -0.012, -0.0125, -0.0214, -0.0221, -0.0248, -0.0248, -0.0359, -0.0364, -0.0701, -0.0676, -0.074, -0.0733, -0.076, -0.078, -0.0979, -0.0975, -0.1485, -0.1543, -0.1647, -0.1796, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -4, -4, -4, -4, -4, -4, -4, -4, -4, -4, -5, -5, -5, -5, -8, -7, -10",29
